No.	FileHandle	SoluteName	Formula	Subset	Charge	Level1	Level2	Level3	Solvent	DeltaGsolv	type	eps	n	alpha	beta	gamma	phi**2	psi**2	beta**2	H	C	HC	CC	CC2	N	HN	HN2	CN	NC	NC2	NC3	O	HO	HO2	OC	CO2	ON	OO	F	Cl	Br	I	FC	ClC	BrC	IC	Si	OSi	P	HP	OP	S	HS	OS	SP	SS	TotalArea
82	0076but	2-butanone	H8C4O1	[g]	0	2	4	2	benzene	-4.46	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	96.603	29.05	65.096	24.549	0	0	0	0	0	0	0	0	22.451	0	0	14.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.104
83	0078pen	2-pentanone	H10C5O1	[g]	0	2	4	2	benzene	-5.14	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	118.63	31.561	79.9	27.404	0	0	0	0	0	0	0	0	22.404	0	0	14.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.595
84	0080hex	2-hexanone	H12C6O1	[g]	0	2	4	2	benzene	-5.76	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	140.285	34.231	94.453	30.67	0	0	0	0	0	0	0	0	22.418	0	0	14.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196.934
85	0082hep	2-heptanone	H14C7O1	[g]	0	2	4	2	benzene	-6.36	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	162.007	36.9	109.054	33.96	0	0	0	0	0	0	0	0	22.416	0	0	14.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221.323
86	0086eth	aceticacid	H4C2O2	[g]	0	2	5	0	benzene	-4.02	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	50.326	18.311	25.273	11.467	0	0	0	0	0	0	0	0	43.233	9.17	0	21.68	8.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.87
87	0087pro	propanoicacid	H6C3O2	[g]	0	2	5	0	benzene	-4.75	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	74.142	20.699	41.287	15.316	0	0	0	0	0	0	0	0	40.789	9.179	0	20.114	7.933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.63
88	0088but	butanoicacid	H8C4O2	[g]	0	2	5	0	benzene	-5.3	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	96.172	23.176	56.103	18.152	0	0	0	0	0	0	0	0	40.743	9.17	0	20.084	7.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.091
89	0089pen	pentanoicacid	H10C5O2	[g]	0	2	5	0	benzene	-6.01	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	117.904	25.808	70.707	21.385	0	0	0	0	0	0	0	0	40.759	9.17	0	20.066	7.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.471
90	0090hex	hexanoicacid	H12C6O2	[g]	0	2	5	0	benzene	-6.94	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	139.578	28.494	85.277	24.684	0	0	0	0	0	0	0	0	40.756	9.169	0	20.059	7.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.827
91	0093met	methylacetate	H6C3O2	[g]	0	2	6	0	benzene	-4.04	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	73.933	27.914	49.895	10.989	0	0	0	0	0	0	0	0	34.918	0	0	18.545	7.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.765
92	0094met	methylpropanoate	H8C4O2	[g]	0	2	6	0	benzene	-4.58	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	97.741	30.312	65.908	14.853	0	0	0	0	0	0	0	0	32.44	0	0	16.99	7.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.493
93	0095eth	ethylacetate	H8C4O2	[g]	0	2	6	0	benzene	-4.53	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	98.436	31.008	66.383	19.33	0	0	0	0	0	0	0	0	33.161	0	0	17.991	7.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162.605
94	0097pro	propylacetate	H10C5O2	[g]	0	2	6	0	benzene	-5.21	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	120.565	33.366	81.258	23.078	0	0	0	0	0	0	0	0	33.124	0	0	17.99	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187.055
95	0098met	methylpentanoate	H12C6O2	[g]	0	2	6	0	benzene	-5.83	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	141.485	35.435	95.312	20.929	0	0	0	0	0	0	0	0	32.404	0	0	16.935	7.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.323
96	0099but	butylacetate	H12C6O2	[g]	0	2	6	0	benzene	-5.78	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	142.384	35.988	95.928	26.258	0	0	0	0	0	0	0	0	33.112	0	0	17.986	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.484
97	0100met	methylhexanoate	H14C7O2	[g]	0	2	6	0	benzene	-6.47	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	163.165	38.119	109.887	24.226	0	0	0	0	0	0	0	0	32.401	0	0	16.932	7.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233.686
98	0101pen	pentylacetate	H14C7O2	[g]	0	2	6	0	benzene	-6.53	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	164.048	38.675	110.491	29.56	0	0	0	0	0	0	0	0	33.112	0	0	17.988	7.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.834
99	0103eth	ethylamine	H7C2N1	[g]	0	3	1	0	benzene	-2.73	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	89.43	14.194	42.357	8.715	0	11.88	18.548	0	2.003	38.556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.505
100	0104dim	dimethylamine	H7C2N1	[g]	0	3	1	0	benzene	-3.01	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	87.404	19.36	50.035	0	0	8.369	9.117	0	8.1	72.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.134
101	0106pro	propylamine	H9C3N1	[g]	0	3	1	0	benzene	-3.68	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	111.065	16.847	56.953	12.735	0	11.893	18.496	0	1.615	38.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139.805
102	0107tri	trimethylamine	H9C3N1	[g]	0	3	1	0	benzene	-2.8	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	104.469	25.444	70.245	0	0	5.935	0	0	10.682	87.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.848
103	0111die	diethylamine	H11C4N1	[g]	0	3	1	0	benzene	-4.02	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	124.959	25.41	76.627	15.564	0	7.528	7.802	0	3.569	60.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.896
104	0115dip	dipropylamine	H15C6N1	[g]	0	3	1	0	benzene	-5.09	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	167.771	31.177	105.439	23.011	0	7.438	7.779	0	2.828	59.373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.386
105	0116pyr	pyridine	H5C5N1	[g]	0	3	3	1	benzene	-5.28	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	64.653	57.425	43.744	60.8	0	14.301	0	0	11.58	47.197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.379
106	0118ani	aniline	H7C6N1	[g]	0	3	2	0	benzene	-6.88	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	88.183	59.941	42.242	80.39	0	10.955	18.043	0	2.956	13.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.079
107	0119met	2-methylpyridine	H7C6N1	[g]	0	3	3	1	benzene	-5.86	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	87.059	60.697	58.819	66.119	0	13.07	0	0	8.805	40.972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.826
108	0121met	4-methylpyridine	H7C6N1	[g]	0	3	3	1	benzene	-6.17	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	86.159	59.714	58.183	60.545	0	14.371	0	0	11.549	47.455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.244
109	0122Nme	N-methylaniline	H9C7N1	[g]	0	3	2	0	benzene	-6.64	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	107.197	68.003	64.401	78.808	0	6.219	8.312	0	6.771	35.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.419
110	0125dim	"2,6-dimethylpyridine"	H9C7N1	[g]	0	3	3	1	benzene	-6.39	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	109.515	63.96	73.928	71.414	0	11.808	0	0	6.037	35.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185.283
111	0134nit	nitrobenzene	H5C6N1O2	[g]	0	4	2	0	benzene	-7.6	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	59.174	59.766	40.072	80.285	0	4.186	0	0	2.693	5.029	0	0	48.728	0	0	0	0	29.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.855
112	0150mhy	m-hydroxybenzaldehyde	H6C7O2	[g]	0	2	9	0	benzene	-9.29	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	70.134	66.484	39.182	83.897	0	0	0	0	0	0	0	0	42.448	8.618	0	20.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.066
113	0151phy	p-hydroxybenzaldehyde	H6C7O2	[g]	0	2	9	0	benzene	-9.73	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	70.02	66.531	39.114	84.045	0	0	0	0	0	0	0	0	42.406	8.601	0	20.513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.958
114	0215pbr	p-bromophenol	H5C6O1BR1	[g]	0	9	1	0	benzene	-8.81	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	60.239	54.176	32.606	72.755	0	0	0	0	0	0	0	0	18.359	8.617	0	4.5	0	0	0	0	0	44.638	0	0	0	29.165	0	0	0	0	0	0	0	0	0	0	0	177.412
115	0216amm	ammonia	H3N1	[g]	0	1	2	0	benzene	-1.12	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	44.788	0	0	0	0	17.444	31.315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.232
116	0217wat	water	H2O1	[g]	0	1	3	0	benzene	-1.71	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	29.683	0	0	0	0	0	0	0	0	0	0	0	26	21.202	15.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.683
117	0220tri	trimethylphosphate	H9C3O4P1	[g]	0	11	1	0	benzene	-8.02	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	106.348	32.312	71.742	0	0	0	0	0	0	0	0	0	54.564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.634	0	38.683	0	0	0	0	0	195.858
118	0221tri	triethylphosphate	H15C6O4P1	[g]	0	11	1	0	benzene	-8.58	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	179.39	41.555	120.898	25.825	0	0	0	0	0	0	0	0	49.428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.609	0	35.105	0	0	0	0	0	272.981
119	0222tri	tripropylphosphate	H21C9O4P1	[g]	0	11	1	0	benzene	-9.34	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	245.965	48.767	165.666	37.164	0	0	0	0	0	0	0	0	49.186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.659	0	34.939	0	0	0	0	0	346.577
120	0225pipa	piperidine	H11C5N1	[g]	0	3	1	0	benzene	-5.03	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	133.657	20.973	81.093	20.363	0	7.324	9.149	0	3.636	58.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.954
121	0228met	methylamine	H5C1N1	[g]	0	3	1	0	benzene	-2.66	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	67.139	10.981	26.288	0	0	12.243	19.658	0	4.546	42.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.362
122	0229hyd	hydrazine	H4N2	[g]	0	3	5	0	benzene	-4.02	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	57.193	0	0	0	0	26.253	39.988	26.461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.445
123	0236oct	1-octanol	H18C8O1	[g]	0	2	2	1	benzene	-8.06	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	206.253	30.757	130.204	29.489	0	0	0	0	0	0	0	0	19.013	9.057	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256.024
124	0240met	methylbenzoate	H8C8O2	[g]	0	2	6	0	benzene	-6.27	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	95.863	76.752	64.816	87.154	0	0	0	0	0	0	0	0	29.902	0	0	16.187	7.725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.517
125	0401amia	"1,1-dimethyl-3-phenylurea"	H12C9N2O1	[g]	0	4	1	2	benzene	-12.18	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	131.612	85.943	85.074	79.936	0	7.685	3.931	0	26.265	48.335	3.745	0	17.217	0	0	10.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.457
126	0433pho	"2,2-dichloroethenyldimethylphosphate"	H7C4O4P1CL2	[g]	0	11	3	0	benzene	-9.09	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	78.67	38.346	53.104	11.521	0.186	0	0	0	0	0	0	0	51.666	0	0	1.266	0	0	0	0	75.572	0	0	0	48.775	0	0	0	0	2.989	0	36.707	0	0	0	0	0	247.243
127	0441pho	dimethyl4-nitrophenylthiophosphate	H10C8N1O5P1S1	[g]	0	11	2	0	benzene	-9.21	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	110.093	72.245	74.389	68.238	0	4.172	0	0	2.711	5.035	0	0	75.494	0	0	1.737	0	29.31	0	0	0	0	0	0	0	0	0	0	0	1.857	0	18.482	37.754	0	0	27.055	0	301.615
128	0447pho	diethyl4-nitrophenylthiophosphonate	H14C10N1O5P1S1	[g]	0	11	2	0	benzene	-8.58	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	150.366	73.636	101.503	79.647	0	4.169	0	0	2.715	5.036	0	0	70.525	0	0	1.119	0	29.318	0	0	0	0	0	0	0	0	0	0	0	1.431	0	15.052	35.86	0	0	25.675	0	335.988
129	0506nit	nitromethane	H3C1N1O2	[g]	0	4	2	0	benzene	-4.5	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	36.939	11.231	24.965	0	0	4.146	0	0	4.454	14.279	0	0	53.926	0	0	0	0	32.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.242
130	0571dim	"3,5-dimethylpyridine"	H9C7N1	[g]	0	3	3	1	benzene	-7.64	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	108.103	61.99	72.909	61.219	0	14.243	0	0	11.079	46.886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.335
131	n008	benzamide	H7C7N1O1	[g]	0	4	1	1	benzene	-9.93	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	83.708	65.935	40.019	86.14	0	9.751	17.232	0	3.729	12.851	4.792	0	22.99	0	0	14.563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.384
132	n009	2-methylaniline	H9C7N1	[g]	0	3	2	0	benzene	-7.37	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	105.734	62.748	56.082	81.678	0	10.228	15.888	0	2.939	12.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.71
133	n010	3-methylaniline	H9C7N1	[g]	0	3	2	0	benzene	-7.61	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	109.552	62.281	56.603	80.375	0	10.964	18.027	0	2.952	13.834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.797
134	n011	4-methylaniline	H9C7N1	[g]	0	3	2	0	benzene	-7.59	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	109.535	62.375	56.555	80.397	0	11.032	18.05	0	2.943	13.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.942
135	n017	hydrogenperoxide	H2O2	[g]	0	2	8	0	benzene	-4.77	abs	2.2706	1.5011	0	0.14	40.62	1	0	0.0196	27.746	0	0	0	0	0	0	0	0	0	0	0	44.198	19.784	0	0	0	0	28.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.944
136	0008noc	n-octane	H18C8	[g]	0	2	1	1	benzonitrile	-4.34	abs	25.592	1.5289	0	0.33	55.83	0.5625	0	0.1089	207.769	36.077	139.807	33.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.846
137	0036tol	toluene	H8C7	[g]	0	2	1	6	benzonitrile	-4.95	abs	25.592	1.5289	0	0.33	55.83	0.5625	0	0.1089	98.561	67.889	66.586	87.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.45
138	0045eth	ethanol	H6C2O1	[g]	0	2	2	1	benzonitrile	-4.05	abs	25.592	1.5289	0	0.33	55.83	0.5625	0	0.1089	77.419	14.671	42.861	9.102	0	0	0	0	0	0	0	0	18.095	9.835	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.185
139	0062dio	"1,4-dioxane"	H8C4O2	[g]	0	2	3	0	benzonitrile	-5.14	abs	25.592	1.5289	0	0.33	55.83	0.5625	0	0.1089	97.289	20.715	65.452	12.801	0	0	0	0	0	0	0	0	28.312	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.316
140	0076but	2-butanone	H8C4O1	[g]	0	2	4	2	benzonitrile	-4.58	abs	25.592	1.5289	0	0.33	55.83	0.5625	0	0.1089	96.603	29.05	65.096	24.549	0	0	0	0	0	0	0	0	22.451	0	0	14.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.104
141	0129ben	benzonitrile	H5C7N1	[g]	0	3	4	0	benzonitrile	-7.28	abs	25.592	1.5289	0	0.33	55.83	0.5625	0	0.1089	63.101	76.123	42.72	93.795	0	27.673	0	0	9.459	6.175	0	17.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.898
142	0506nit	nitromethane	H3C1N1O2	[g]	0	4	2	0	benzonitrile	-5.05	abs	25.592	1.5289	0	0.33	55.83	0.5625	0	0.1089	36.939	11.231	24.965	0	0	4.146	0	0	4.454	14.279	0	0	53.926	0	0	0	0	32.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.242
143	0008noc	n-octane	H18C8	[g]	0	2	1	1	benzylalcohol	-3.77	abs	12.4569	1.5396	0.33	0.56	52.96	0.5625	0	0.3136	207.769	36.077	139.807	33.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.846
144	0036tol	toluene	H8C7	[g]	0	2	1	6	benzylalcohol	-4.46	abs	12.4569	1.5396	0.33	0.56	52.96	0.5625	0	0.3136	98.561	67.889	66.586	87.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.45
145	0045eth	ethanol	H6C2O1	[g]	0	2	2	1	benzylalcohol	-4.84	abs	12.4569	1.5396	0.33	0.56	52.96	0.5625	0	0.3136	77.419	14.671	42.861	9.102	0	0	0	0	0	0	0	0	18.095	9.835	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.185
146	0062dio	"1,4-dioxane"	H8C4O2	[g]	0	2	3	0	benzylalcohol	-5.39	abs	12.4569	1.5396	0.33	0.56	52.96	0.5625	0	0.3136	97.289	20.715	65.452	12.801	0	0	0	0	0	0	0	0	28.312	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.316
147	0069met	formaldehyde	H2C1O1	[g]	0	2	4	1	benzylalcohol	-3.48	abs	12.4569	1.5396	0.33	0.56	52.96	0.5625	0	0.3136	26.402	20.853	17.668	0	0	0	0	0	0	0	0	0	26.717	0	0	17.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.972
148	0076but	2-butanone	H8C4O1	[g]	0	2	4	2	benzylalcohol	-4.57	abs	12.4569	1.5396	0.33	0.56	52.96	0.5625	0	0.3136	96.603	29.05	65.096	24.549	0	0	0	0	0	0	0	0	22.451	0	0	14.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.104
149	0086eth	aceticacid	H4C2O2	[g]	0	2	5	0	benzylalcohol	-6.96	abs	12.4569	1.5396	0.33	0.56	52.96	0.5625	0	0.3136	50.326	18.311	25.273	11.467	0	0	0	0	0	0	0	0	43.233	9.17	0	21.68	8.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.87
150	0110but	butylamine	H11C4N1	[g]	0	3	1	0	benzylalcohol	-5.15	abs	12.4569	1.5396	0.33	0.56	52.96	0.5625	0	0.3136	132.847	19.503	71.584	15.978	0	11.893	18.504	0	1.624	38.554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.243
151	0506nit	nitromethane	H3C1N1O2	[g]	0	4	2	0	benzylalcohol	-4.53	abs	12.4569	1.5396	0.33	0.56	52.96	0.5625	0	0.3136	36.939	11.231	24.965	0	0	4.146	0	0	4.454	14.279	0	0	53.926	0	0	0	0	32.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.242
152	0533ben	benzylalcohol	H8C7O1	[g]	0	2	9	0	benzylalcohol	-8.61	abs	12.4569	1.5396	0.33	0.56	52.96	0.5625	0	0.3136	99.303	62.66	57.787	84.155	0	0	0	0	0	0	0	0	15.289	9.805	0	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.252
153	0008noc	n-octane	H18C8	[g]	0	2	1	1	bromobenzene	-5.02	abs	5.3954	1.5597	0	0.09	50.72	0.734449	0.020449	0.0081	207.769	36.077	139.807	33.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.846
154	0036tol	toluene	H8C7	[g]	0	2	1	6	bromobenzene	-5.13	abs	5.3954	1.5597	0	0.09	50.72	0.734449	0.020449	0.0081	98.561	67.889	66.586	87.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.45
155	0044met	methanol	H4C1O1	[g]	0	2	2	1	bromobenzene	-2.31	abs	5.3954	1.5597	0	0.09	50.72	0.734449	0.020449	0.0081	52.775	11.719	26.292	0	0	0	0	0	0	0	0	0	19.815	9.816	0	0.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.309
156	0045eth	ethanol	H6C2O1	[g]	0	2	2	1	bromobenzene	-3.26	abs	5.3954	1.5597	0	0.09	50.72	0.734449	0.020449	0.0081	77.419	14.671	42.861	9.102	0	0	0	0	0	0	0	0	18.095	9.835	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.185
157	0047pro	1-propanol	H8C3O1	[g]	0	2	2	1	bromobenzene	-3.74	abs	5.3954	1.5597	0	0.09	50.72	0.734449	0.020449	0.0081	99.3	17.234	57.569	12.949	0	0	0	0	0	0	0	0	18.022	9.837	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.556
158	0049but	1-butanol	H10C4O1	[g]	0	2	2	1	bromobenzene	-4.08	abs	5.3954	1.5597	0	0.09	50.72	0.734449	0.020449	0.0081	121.113	19.833	72.23	16.122	0	0	0	0	0	0	0	0	18.032	9.834	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.978
159	0052pen	1-pentanol	H12C5O1	[g]	0	2	2	1	bromobenzene	-5.06	abs	5.3954	1.5597	0	0.09	50.72	0.734449	0.020449	0.0081	141.224	22.687	86.487	19.584	0	0	0	0	0	0	0	0	19.012	9.06	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.924
160	0053phe	phenol	H6C6O1	[g]	0	2	2	2	bromobenzene	-6.87	abs	5.3954	1.5597	0	0.09	50.72	0.734449	0.020449	0.0081	74.866	60.488	42.537	81.184	0	0	0	0	0	0	0	0	18.392	8.575	0	4.305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.746
161	0054hex	1-hexanol	H14C6O1	[g]	0	2	2	1	bromobenzene	-5.92	abs	5.3954	1.5597	0	0.09	50.72	0.734449	0.020449	0.0081	162.885	25.384	101.054	22.886	0	0	0	0	0	0	0	0	19.013	9.054	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207.282
162	0055ocr	o-cresol	H8C7O1	[g]	0	2	2	2	bromobenzene	-7.26	abs	5.3954	1.5597	0	0.09	50.72	0.734449	0.020449	0.0081	96.156	63.514	56.868	82.409	0	0	0	0	0	0	0	0	15.657	8.542	0	3.438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.327
